"","phylum","gene","description"
"991","actinobacteria","FIG00984251",NA
"992","actinobacteria","FIG00026774","Transcriptional regulator AglR, LacI family"
"993","actinobacteria","FIG01136081","putative transport system integral membrane protein"
"994","actinobacteria","FIG00629156","conserved hypothetical protein"
"995","actinobacteria","FIG01171177","sugar ABC-transporter integral membrane protein"
"996","actinobacteria","FIG00132617","ATP-dependent protease La (EC 3.4.21.53) Type I"
"997","actinobacteria","FIG01121740","protein serine/threonine kinase"
"998","actinobacteria","FIG00664494","inositol monophosphatase"
"999","actinobacteria","FIG00007157","Alpha-N-arabinofuranosidase (EC 3.2.1.55)"
"1000","actinobacteria","FIG01075552","protein of unknown function DUF1362"
"1001","actinobacteria","FIG00815241","FIG00815242: hypothetical protein"
"1002","actinobacteria","FIG00001264","Phosphatidylserine decarboxylase (EC 4.1.1.65)"
"1003","actinobacteria","FIG01553445","FIG01136066: hypothetical protein"
"1004","actinobacteria","FIG00817302","FIG00817303: hypothetical protein"
"1005","actinobacteria","FIG01524398","SIS domain protein"
"1006","actinobacteria","FIG00459780","LysE family protein"
"1007","actinobacteria","FIG00002343","FIG002343: hypothetical protein"
"1008","actinobacteria","FIG00069016","Transcriptional regulator, GntR family, in hypothetical Actinobacterial gene cluster"
"1009","actinobacteria","FIG01130584","FIG01130585: hypothetical protein"
"1010","actinobacteria","FIG01396543","Uncharacterized ABC transporter ATP-binding protein Rv1348/MT1390"
"1011","actinobacteria","FIG01784467","transcriptional repressor protein"
"1012","actinobacteria","FIG00132797","(GlcNAc)2 ABC transporter, ATP-binding component 2"
"1013","actinobacteria","FIG00001540","3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)"
"1014","actinobacteria","FIG01437646","ANTAR domain protein with unknown sensor"
"1015","actinobacteria","FIG01468269","transporter, major facilitator family"
"1016","actinobacteria","FIG01124222","FIG01124227: hypothetical protein"
"1017","actinobacteria","FIG01128216","FIG01128218: hypothetical protein"
"1018","actinobacteria","FIG00815809","FIG00815810: hypothetical protein"
"1019","actinobacteria","FIG00815802","Sporulation control protein Spo0M"
"1020","actinobacteria","FIG01125635","putative conserved integral membrane protein"
"1021","actinobacteria","FIG01123773","FIG01123776: hypothetical protein"
"1022","actinobacteria","FIG01435211","PKD domain containing protein"
"1023","actinobacteria","FIG01425469","proteinase inhibitor I4, serpin"
"1024","actinobacteria","FIG01045148",NA
"1025","actinobacteria","FIG00011844","Predicted transcriptional regulator of sulfate adenylyltransferase, Rrf2 family"
"1026","actinobacteria","FIG00817731","aminoglycoside acetyltransferase (6') type I"
"1027","actinobacteria","FIG00137522","Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)"
"1028","actinobacteria","FIG00137529","Ferrous iron transport peroxidase EfeB"
"1029","actinobacteria","FIG00111848","ATP-dependent DNA ligase (EC 6.5.1.1) LigC"
"1030","actinobacteria","FIG00814286","FIG00814287: hypothetical protein"
"1031","actinobacteria","FIG00554630","Coenzyme F390 synthetase"
"1032","actinobacteria","FIG01304073","Cold shock protein CspD"
"1033","actinobacteria","FIG01265370","drug resistance transporter, EmrB/QacA family"
"1034","actinobacteria","FIG01128595","putative oxidoreductase (putative secreted protein)"
"1035","actinobacteria","FIG01635189","Monooxygenase, FAD-binding protein"
"1036","actinobacteria","FIG01452873","conserved hypothetical conserved protein"
"1037","actinobacteria","FIG01563709","putative lactoylglutathione lyase"
"1038","actinobacteria","FIG00816898","UPF0301 protein YqgE"
"1039","actinobacteria","FIG01822885",NA
"1040","actinobacteria","FIG01127246","FIG01127247: hypothetical protein"
"1041","actinobacteria","FIG00057293","Crotonyl-CoA carboxylase/reductase, ethylmalonyl-CoA producing"
"1042","actinobacteria","FIG01121597","FIG01121599: hypothetical protein"
"1043","actinobacteria","FIG00659720","ergothioneine biosynthesis protein EgtB"
"1044","actinobacteria","FIG01765861","sigma factor"
"1045","actinobacteria","FIG01472247","Gll1135 protein"
"1046","actinobacteria","FIG01129345","FIG01129346: hypothetical protein"
"1047","actinobacteria","FIG00629940","transcriptional regulator, MarR family"
"1048","actinobacteria","FIG00122936","Cu(I)-responsive transcriptional regulator"
"1049","actinobacteria","FIG00137170","Phospho-di-inositol-1-phosphate synthase (EC 2.7.8.-)"
"1050","actinobacteria","FIG01560356","FIG00815113: hypothetical protein"
"1051","actinobacteria","FIG00814822","FIG00814823: hypothetical protein"
"1052","actinobacteria","FIG01407927","Cutinase"
"1053","actinobacteria","FIG01043594","CDP-alcohol phosphatidyltransferase( EC:2.7.8.- )"
"1054","actinobacteria","FIG00814337","FIG00814338: hypothetical protein"
"1055","actinobacteria","FIG00815316","AsnC-family transcriptional regulator SCO4493, in menaquinone synthesis cluster"
"1056","actinobacteria","FIG01122423","Oligopeptide transport ATP-binding protein oppD"
"1057","actinobacteria","FIG01581846","Dehydrogenase, E1 component"
"1058","actinobacteria","FIG01623484","Predicted dinucleotide-binding enzymes"
"1059","actinobacteria","FIG01007645","dehydrogenase"
"1060","actinobacteria","FIG01103069","proteinase (secreted protein)"
"1061","actinobacteria","FIG00634249","FIG003003: hypothetical protein"
"1062","actinobacteria","FIG00816331","FIG00816333: hypothetical protein"
"1063","actinobacteria","FIG00002742","Molybdenum transport ATP-binding protein ModC (TC 3.A.1.8.1)"
"1064","actinobacteria","FIG00814208","xylitol oxidase( EC:1.1.3.41 )"
"1065","actinobacteria","FIG00541002","binding-protein-dependent transport system permease"
"1066","actinobacteria","FIG00771520","Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)"
"1067","actinobacteria","FIG00992477","Glycine/D-amino acid oxidases (deaminating)"
"1068","actinobacteria","FIG01954238","Phosphoserine phosphatase rsbX (EC 3.1.3.3)"
"1069","actinobacteria","FIG00999502","FIG00999503: hypothetical protein"
"1070","actinobacteria","FIG00815921","Possible regulatory protein"
"1071","actinobacteria","FIG01309630","Probable signal peptide protein"
"1072","actinobacteria","FIG01551169","Acyl-CoA dehydrogenase, type 2-like"
"1073","actinobacteria","FIG01195155","DGPFAETKE family protein"
"1074","actinobacteria","FIG00553445","Putative acetyltransferase"
"1075","actinobacteria","FIG01432620","putative penicillin acylase"
"1076","actinobacteria","FIG00055130","Branched-chain alpha-keto acid dehydrogenase, E1 component, beta subunit (EC 1.2.4.4)"
"1077","actinobacteria","FIG01131233","FIG01131234: hypothetical protein"
"1078","actinobacteria","FIG00817474","FIG00817475: hypothetical protein"
"1079","actinobacteria","FIG00458455","Major facilitator family transporter"
"1080","actinobacteria","FIG01023427","TrkA-C domain protein"
"1081","actinobacteria","FIG00010796","2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45)"
"1082","actinobacteria","FIG01370638","probable exported protease [EC:3.4.-.-]"
"1083","actinobacteria","FIG01689485","Putative RNA polymerase ECF-subfamily sigma factor"
"1084","actinobacteria","FIG01798873","Glucan endo-1,3-beta-glucosidase precursor (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase) ((1->3)-beta-glucanase)"
"1085","actinobacteria","FIG01122820","putative LacI-family transcriptional regulatory protein"
"1086","actinobacteria","FIG00512629","FIG00512629: secreted protein"
"1087","actinobacteria","FIG00022146","Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10)"
"1088","actinobacteria","FIG01028953","Cation transporter"
"1089","actinobacteria","FIG00001635","Translation elongation factor G-related protein"
"1090","actinobacteria","FIG00136223","putative Fe-S, FMN containing oxidoreductase"
"1091","actinobacteria","FIG00000940","Isoquinoline 1-oxidoreductase beta subunit (EC 1.3.99.16)"
"1092","actinobacteria","FIG00000941","Isoquinoline 1-oxidoreductase alpha subunit (EC 1.3.99.16)"
"1093","actinobacteria","FIG00816607","FIG00816609: hypothetical protein"
"1094","actinobacteria","FIG01669507","Esterase/lipase, sll0644 homolog"
"1095","actinobacteria","FIG00814514","FIG00814515: hypothetical protein"
"1096","actinobacteria","FIG01127479","FIG01127483: hypothetical protein"
"1097","actinobacteria","FIG01371060","Outer membrane protein romA"
"1098","actinobacteria","FIG00815392","FIG00815393: hypothetical protein"
"1099","actinobacteria","FIG00815390","probable sugar ABC transporter, substrate-binding protein"
"1100","actinobacteria","FIG00815395","FIG00815396: hypothetical protein"
"1101","actinobacteria","FIG00537846","FOG: GGDEF domain"
"1102","actinobacteria","FIG00496660","Glycosyl transferase, family 2"
"1103","actinobacteria","FIG00824265","FIG00824266: hypothetical protein"
"1104","actinobacteria","FIG01124413","FIG01124414: hypothetical protein"
"1105","actinobacteria","FIG01319546","putative bi-functional transferase/deacetylase"
"1106","actinobacteria","FIG00513859","Carbon monoxide dehydrogenase medium chain (EC 1.2.99.2)"
"1107","actinobacteria","FIG00946096","putative rRNA methylase"
"1108","actinobacteria","FIG00816441","FIG00816442: hypothetical protein"
"1109","actinobacteria","FIG00815154","FIG00815155: hypothetical protein"
"1110","actinobacteria","FIG00150184","Bacillosamine/Legionaminic acid biosynthesis aminotransferase PglE; 4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase"
"1111","actinobacteria","FIG00814490","FIG00814492: hypothetical protein"
"1112","actinobacteria","FIG00814722","FIG00814723: hypothetical protein"
"1113","actinobacteria","FIG01304698","Molybdate-binding domain of ModE"
"1114","actinobacteria","FIG01391953","CHAD domain containing protein"
"1115","actinobacteria","FIG01126689","FIG01126690: hypothetical protein"
"1116","actinobacteria","FIG01130850","FIG01130851: hypothetical protein"
"1117","actinobacteria","FIG00665758","flavin reductase domain protein, FMN-binding"
"1118","actinobacteria","FIG01128902","FIG01128903: hypothetical protein"
"1119","actinobacteria","FIG01658068","FIG01140766: hypothetical protein"
"1120","actinobacteria","FIG01122082","FIG01122083: hypothetical protein"
"1121","actinobacteria","FIG01122087","FIG01122088: hypothetical protein"
"1122","actinobacteria","FIG00005527","Catechol 2,3-dioxygenase (EC 1.13.11.2)"
"1123","actinobacteria","FIG00005520","Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)"
"1124","actinobacteria","FIG00816187","FIG00816189: hypothetical protein"
"1125","actinobacteria","FIG00828082","FIG00828083: hypothetical protein"
"1126","actinobacteria","FIG01330360","Oxidoreductase, 2OG-Fe(II) oxygenase family"
"1127","actinobacteria","FIG01124022","FIG01124023: hypothetical protein"
"1128","actinobacteria","FIG01918485","Ricin B lectin"
"1129","actinobacteria","FIG00111198","Predicted rhamnulose-1-phosphate aldolase (EC 4.1.2.19) / Predicted lactaldehyde dehydrogenase (EC 1.2.1.22)"
"1130","actinobacteria","FIG00817331","FIG00817332: hypothetical protein"
"1131","actinobacteria","FIG00020626","Leucine dehydrogenase (EC 1.4.1.9)"
"1132","actinobacteria","FIG00628027","protein of unknown function UPF0118"
"1133","actinobacteria","FIG00816688","FIG00816689: hypothetical protein"
"1134","actinobacteria","FIG00816687","FIG00816688: hypothetical protein"
"1135","actinobacteria","FIG01626051","iron-sulphur-binding reductase"
"1136","actinobacteria","FIG00816024","IdsA"
"1137","actinobacteria","FIG00999229","FIG00999229: probable secreted protein"
"1138","actinobacteria","FIG01121259","2-phospho-L-lactate guanylyltransferase (EC 2.7.7.68)"
"1139","actinobacteria","FIG00054694","Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component"
"1140","actinobacteria","FIG00021745","Glutathione peroxidase family protein"
"1141","actinobacteria","FIG00005022","ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)"
"1142","actinobacteria","FIG01122903","Pleiotropic negative regulator for morphological and physiological development in Streptomyces, BldD"
"1143","actinobacteria","FIG00003299","L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2)"
"1144","actinobacteria","FIG00031504","Pyrophosphate-energized proton pump (EC 3.6.1.1)"
"1145","actinobacteria","FIG00637890","Molybdate metabolism regulator"
"1146","actinobacteria","FIG00823290","FIG00823293: hypothetical protein"
"1147","actinobacteria","FIG01807002","demethylmenaquinone methyltransferase"
"1148","actinobacteria","FIG00039918","Geranylgeranyl diphosphate reductase (EC 1.3.1.83)"
"1149","actinobacteria","FIG01228631","Lipase"
"1150","actinobacteria","FIG01122582","hypothetical protein, SCM10.04c"
"1151","actinobacteria","FIG01510585","putative secreted serine protease"
"1152","actinobacteria","FIG01132452","FIG01132454: hypothetical protein"
"1153","actinobacteria","FIG00020314","Uncharacterized protein Rv0487/MT0505 clustered with mycothiol biosynthesis gene"
"1154","actinobacteria","FIG01123973","FIG01123975: hypothetical protein"
"1155","actinobacteria","FIG01130148","FIG01130149: hypothetical protein"
"1156","actinobacteria","FIG00004255","Redox-sensitive transcriptional activator SoxR"
"1157","actinobacteria","FIG00006551","Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)"
"1158","actinobacteria","FIG01423360","COG2152 predicted glycoside hydrolase"
"1159","actinobacteria","FIG01133707","putative aryl-alcohol dehydrogenase"
"1160","actinobacteria","FIG00735433","ABC transporter, transmembrane region"
"1161","actinobacteria","FIG00054299","Maleylpyruvate isomerase, mycothiol-dependent (EC 5.2.1.4)"
"1162","actinobacteria","FIG00868377","Mov34/MPN/PAD-1 family protein"
"1163","actinobacteria","FIG00138424","Conserved hypothetical protein (perhaps related to histidine degradation)"
"1164","actinobacteria","FIG00816735","FIG00816736: hypothetical protein"
"1165","actinobacteria","FIG00814602",NA
"1166","actinobacteria","FIG00815550","FIG00815552: hypothetical protein"
"1167","actinobacteria","FIG01576804","probable oxidoreductase, Zn-binding"
"1168","actinobacteria","FIG00144104","Phytochrome, two-component sensor histidine kinase (EC 2.7.3.-); cyanobacterial phytochrome 1"
"1169","actinobacteria","FIG01132794","FIG01132795: hypothetical protein"
"1170","actinobacteria","FIG01131919","FIG01131920: hypothetical protein"
"1171","actinobacteria","FIG01128117","FIG01128121: hypothetical protein"
"1172","actinobacteria","FIG00000585","Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)"
"1173","actinobacteria","FIG00018405","Molybdenum cofactor biosynthesis protein MoaE"
"1174","actinobacteria","FIG00007915","Glyoxalase family protein"
"1175","actinobacteria","FIG01378070","RidA/YER057c/UK114 superfamily, group 7, YjgH-like protein"
"1176","actinobacteria","FIG01124270","FIG01124273: hypothetical protein"
"1177","actinobacteria","FIG00814814","FIG00814815: hypothetical protein"
"1178","actinobacteria","FIG01304453",NA
"1179","actinobacteria","FIG00051313","ATPase component NikO of energizing module of nickel ECF transporter"
"1180","actinobacteria","FIG01134428","putative acid phosphatase( EC:3.1.3.2 )"
"1181","actinobacteria","FIG00001350","Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)"
"1182","actinobacteria","FIG00003460","Transcriptional regulator, MerR family"
"1183","actinobacteria","FIG00138070","Translation elongation factor G Stremptomyces paralog"
