"","phylum","gene","description"
"1407","firmicutes","FIG01032504","FIG01032505: hypothetical protein"
"1408","firmicutes","FIG01483114",NA
"1409","firmicutes","FIG01445245","Phage related protein, YonJ B.subtilis homolog"
"1410","firmicutes","FIG01414896","FIG00426069: hypothetical protein"
"1411","firmicutes","FIG01638269","similar to Antirepressor regulating drug resistance predicted signal transduction N-terminal membrane component"
"1412","firmicutes","FIG00102688","RNA polymerase sigma factor SigW"
"1413","firmicutes","FIG00645255","FIG00645257: hypothetical protein"
"1414","firmicutes","FIG00645250","FIG00645252: hypothetical protein"
"1415","firmicutes","FIG00645253","FIG00645254: hypothetical protein"
"1416","firmicutes","FIG00645252","FIG00645253: hypothetical protein"
"1417","firmicutes","FIG00513100","FIG00513101: hypothetical protein"
"1418","firmicutes","FIG00647096","FIG00647097: hypothetical protein"
"1419","firmicutes","FIG00647099","FIG00647100: hypothetical protein"
"1420","firmicutes","FIG01600694","peptidase C26"
"1421","firmicutes","FIG01197217","protein of unknown function DUF140"
"1422","firmicutes","FIG01314356","lipase/acylhydrolase family protein"
"1423","firmicutes","FIG00591095","Type II restriction enzyme BsuBI (EC 3.1.21.4)"
"1424","firmicutes","FIG01696013","FIG00589513: hypothetical protein"
"1425","firmicutes","FIG00515508","coat protein"
"1426","firmicutes","FIG00532186","FIG00532195: hypothetical protein"
"1427","firmicutes","FIG01344139","Transcriptional regulators of sugar metabolism"
"1428","firmicutes","FIG01032427","FIG01032430: hypothetical protein"
"1429","firmicutes","FIG01304417","transcriptional regulator, PemK family"
"1430","firmicutes","FIG00938297","TPR repeat precursor"
"1431","firmicutes","FIG01316523","HNH endonuclease"
"1432","firmicutes","FIG01032180","FIG01032181: hypothetical protein"
"1433","firmicutes","FIG01032233","FIG01032234: hypothetical protein"
"1434","firmicutes","FIG01032230","FIG01032231: hypothetical protein"
"1435","firmicutes","FIG00132578","Uncharacterized sugar kinase YdjH"
"1436","firmicutes","FIG00001869","Exoribonuclease II (EC 3.1.13.1)"
"1437","firmicutes","FIG00003425","DNA-directed RNA polymerase specialized sigma subunit, sigma24-like"
"1438","firmicutes","FIG00646939","FIG00646940: hypothetical protein"
"1439","firmicutes","FIG01196858","FIG01196859: hypothetical protein"
"1440","firmicutes","FIG00002775","Membrane-bound lytic murein transglycosylase C precursor (EC 3.2.1.-)"
"1441","firmicutes","FIG00014903","Outer membrane receptor proteins, mostly Fe transport"
"1442","firmicutes","FIG01676816","FIG00533381: hypothetical protein"
"1443","firmicutes","FIG00851006","sodium/proline symporter"
"1444","firmicutes","FIG00514471","FIG00514472: hypothetical protein"
"1445","firmicutes","FIG01359725","HAD superfamily hydrolase"
"1446","firmicutes","FIG01020309","FIG01020311: hypothetical protein"
"1447","firmicutes","FIG01266882","FIG01266891: hypothetical protein"
"1448","firmicutes","FIG00229321","FIG004655: Polysaccharide deacetylase"
"1449","firmicutes","FIG01401170","putative mobilization protein"
"1450","firmicutes","FIG00107906","Mu-like prophage protein GP36"
"1451","firmicutes","FIG01304590","Uracil-xanthine permease"
"1452","firmicutes","FIG00750091","FIG00750093: hypothetical protein"
"1453","firmicutes","FIG00774111","FIG00774112: hypothetical protein"
"1454","firmicutes","FIG00002575","Thiol:disulfide interchange protein DsbG precursor"
"1455","firmicutes","FIG01352218","Phage transcriptional repressor"
"1456","firmicutes","FIG00340340","Phage baseplate wedge initiator"
"1457","firmicutes","FIG00935490","fibronectin type III domain protein"
"1458","firmicutes","FIG01313471","Diguanylate cyclase/phosphodiesterase domain 1 (GGDEF)"
"1459","firmicutes","FIG00515151","FIG00515152: hypothetical protein"
"1460","firmicutes","FIG00514289","Membrane spanning protein"
"1461","firmicutes","FIG00645094","FIG01032483: hypothetical protein"
"1462","firmicutes","FIG01020141","FIG01020142: hypothetical protein"
"1463","firmicutes","FIG00008230","Two-component sensor kinase yesM (EC 2.7.3.-), associated with MetSO reductase"
"1464","firmicutes","FIG00647169","FIG00647170: hypothetical protein"
"1465","firmicutes","FIG01234446","conserved repeat domain protein"
"1466","firmicutes","FIG00516346",NA
"1467","firmicutes","FIG01032278","FIG01032279: hypothetical protein"
"1468","firmicutes","FIG00745810","FIG00745812: hypothetical protein"
"1469","firmicutes","FIG01438667","FIG00647030: hypothetical protein"
"1470","firmicutes","FIG01206046","Probable endonuclease"
"1471","firmicutes","FIG00677984","response regulator receiver modulated metal dependent phosphohydrolase"
"1472","firmicutes","FIG01316117","FIG00623840: hypothetical protein"
"1473","firmicutes","FIG01032070","FIG01032071: hypothetical protein"
"1474","firmicutes","FIG01698003","conserved hypothetical protein; putative cell wall-associated hydrolase (invasion-associated proteins)"
"1475","firmicutes","FIG01644579","FIG00746206: hypothetical protein"
"1476","firmicutes","FIG00514677","FIG00514678: hypothetical protein"
"1477","firmicutes","FIG00071708","CRISPR-associated protein Csm6"
"1478","firmicutes","FIG01031777","FIG01031778: hypothetical protein"
"1479","firmicutes","FIG01031904","FIG01031907: hypothetical protein"
"1480","firmicutes","FIG01031900","FIG01031901: hypothetical protein"
"1481","firmicutes","FIG01031902","FIG01031904: hypothetical protein"
"1482","firmicutes","FIG01115325","FIG01115329: hypothetical protein"
"1483","firmicutes","FIG01031981","FIG01031984: hypothetical protein"
"1484","firmicutes","FIG00528548","FIG00528550: hypothetical protein"
"1485","firmicutes","FIG01031778","FIG01031780: hypothetical protein"
"1486","firmicutes","FIG00522550","FIG00522551: hypothetical protein"
"1487","firmicutes","FIG00531434","FIG00531435: hypothetical protein"
"1488","firmicutes","FIG01240028","FIG01240031: hypothetical protein"
"1489","firmicutes","FIG01304862","PTS system, glucose-specific IIA component / Phosphocarrier protein of PTS system / Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)"
"1490","firmicutes","FIG01704622","putative endo-1,4-beta-xylanase"
"1491","firmicutes","FIG01898160","FIG00647139: hypothetical protein"
"1492","firmicutes","FIG01350552","FIG00623866: hypothetical protein"
"1493","firmicutes","FIG00617432","FIG00617433: hypothetical protein"
"1494","firmicutes","FIG01504512","FIG00518185: hypothetical protein"
"1495","firmicutes","FIG00530185","FIG00530188: hypothetical protein"
"1496","firmicutes","FIG00004050","Inner membrane protein YcdZ"
"1497","firmicutes","FIG00513025","FIG00513028: hypothetical protein"
"1498","firmicutes","FIG00752844","FIG00752849: hypothetical protein"
"1499","firmicutes","FIG00516840","FIG00516843: hypothetical protein"
"1500","firmicutes","FIG01959155","Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)"
"1501","firmicutes","FIG01955867","ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase"
"1502","firmicutes","FIG01197761","Heat shock protein (HtpX) protease (EC 3.4.24.-)"
"1503","firmicutes","FIG00058905","Adenosylcobinamide amidohydrolase (EC 3.5.1.90)"
"1504","firmicutes","FIG00645127","FIG00645131: hypothetical protein"
"1505","firmicutes","FIG00645125","FIG00645127: hypothetical protein"
"1506","firmicutes","FIG00742774","FIG00742775: hypothetical protein"
"1507","firmicutes","FIG00548190","ABC-type transporter, permease component"
"1508","firmicutes","FIG00751947","FIG00751948: hypothetical protein"
"1509","firmicutes","FIG00527423","FIG00527424: hypothetical protein"
"1510","firmicutes","FIG00747490","FIG00747492: hypothetical protein"
"1511","firmicutes","FIG00564134","regulatory protein CII"
"1512","firmicutes","FIG00742406","FIG00742408: hypothetical protein"
"1513","firmicutes","FIG01196951","FIG01196952: hypothetical protein"
"1514","firmicutes","FIG01032374","FIG01032375: hypothetical protein"
"1515","firmicutes","FIG00132630","Ferric uptake regulation protein FUR"
"1516","firmicutes","FIG01032371","FIG01032373: hypothetical protein"
"1517","firmicutes","FIG01496107","FIG00670356: hypothetical protein"
"1518","firmicutes","FIG00590542","Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)"
"1519","firmicutes","FIG01031772","FIG01031774: hypothetical protein"
"1520","firmicutes","FIG00647253","FIG00647254: hypothetical protein"
"1521","firmicutes","FIG00647254","FIG00647255: hypothetical protein"
"1522","firmicutes","FIG00029244","Two-component sensor PilS"
"1523","firmicutes","FIG00529061","FIG00529064: hypothetical protein"
"1524","firmicutes","FIG00001795","PhnG protein"
"1525","firmicutes","FIG01202609","FIG002003: Protein YdjA"
"1526","firmicutes","FIG00674355","FIG00674356: hypothetical protein"
"1527","firmicutes","FIG01349038","Lysine decarboxylase family"
"1528","firmicutes","FIG01348637","FIG00406685: hypothetical protein"
"1529","firmicutes","FIG01020269","FIG01020270: hypothetical protein"
"1530","firmicutes","FIG01328633","Conserved protein, with a weak D-galactarate dehydratase/altronate hydrolase domain"
"1531","firmicutes","FIG01275203",NA
"1532","firmicutes","FIG00525635","FIG00525640: hypothetical protein"
"1533","firmicutes","FIG01704081","FIG01019982: hypothetical protein"
"1534","firmicutes","FIG01327573","diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)"
"1535","firmicutes","FIG01725521","FIG01032494: hypothetical protein"
"1536","firmicutes","FIG00515368","FIG00515369: hypothetical protein"
"1537","firmicutes","FIG00001000","Sulfate and thiosulfate binding protein CysP"
"1538","firmicutes","FIG01197551",NA
"1539","firmicutes","FIG01031725","FIG01031726: hypothetical protein"
"1540","firmicutes","FIG00532455","FIG00532458: hypothetical protein"
"1541","firmicutes","FIG01020061","FIG01020066: hypothetical protein"
"1542","firmicutes","FIG01031989","FIG01031990: hypothetical protein"
"1543","firmicutes","FIG01031988",NA
"1544","firmicutes","FIG00647043","FIG00647045: hypothetical protein"
"1545","firmicutes","FIG00647040","FIG00647041: hypothetical protein"
"1546","firmicutes","FIG00647045","FIG00647046: hypothetical protein"
"1547","firmicutes","FIG00530923","FIG00530925: hypothetical protein"
"1548","firmicutes","FIG00013592","Putative ABC transporter (ATP-binding protein), spy1791 homolog"
"1549","firmicutes","FIG01388725","Exopolygalacturonase precursor"
"1550","firmicutes","FIG01388096","histidine kinase-related ATPase, putative"
"1551","firmicutes","FIG00519424","FIG00519425: hypothetical protein"
"1552","firmicutes","FIG01197027","FIG01197028: hypothetical protein"
"1553","firmicutes","FIG01387957","phosphoesterase, putative"
"1554","firmicutes","FIG01646994","Conjugal transfer protein TraA"
"1555","actinobacteria","FIG01403093","glucosyltransferase-S( EC:2.4.1.5 )"
"1556","actinobacteria","FIG00002159","PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)"
"1557","actinobacteria","FIG00544440","FIG00544441: hypothetical protein"
"1558","actinobacteria","FIG01391580","putative sialic acid-specific acetylesterase"
"1559","actinobacteria","FIG01335806","FIG00425638: hypothetical protein"
"1560","actinobacteria","FIG00672275","FIG00424144: hypothetical protein"
"1561","actinobacteria","FIG00546954","FIG00546955: hypothetical protein"
"1562","actinobacteria","FIG01331695","Similar to tetracycline resistance protein"
"1563","actinobacteria","FIG01559644","putative restriction endonuclease"
"1564","actinobacteria","FIG00534514","FIG00534515: hypothetical protein"
"1565","actinobacteria","FIG00544831","FIG00544833: hypothetical protein"
"1566","actinobacteria","FIG01446540","FIG00424325: hypothetical protein"
"1567","actinobacteria","FIG00945106","FIG00945107: hypothetical protein"
"1568","actinobacteria","FIG01409539","FIG00946027: hypothetical protein"
"1569","actinobacteria","FIG00946453","FIG00946454: hypothetical protein"
"1570","actinobacteria","FIG01032662","FIG01032666: hypothetical protein"
"1571","actinobacteria","FIG00945489","FIG00945490: hypothetical protein"
"1572","actinobacteria","FIG00945484","RidA/YER057c/UK114 superfamily, group 1"
"1573","actinobacteria","FIG00547842","FIG00547849: hypothetical protein"
"1574","actinobacteria","FIG00534756","FIG00534757: hypothetical protein"
"1575","actinobacteria","FIG00534753","FIG00534754: hypothetical protein"
"1576","actinobacteria","FIG00127570","Putative DHNTP pyrophosphatase"
"1577","actinobacteria","FIG01452852","glycosyl hydrolase, family 20"
"1578","actinobacteria","FIG01203085","putative type II restriction enzyme methylase subunit"
"1579","actinobacteria","FIG01491154","FIG00945095: hypothetical protein"
"1580","actinobacteria","FIG01409860","Cobalt-zinc-cadmium resistance protein"
"1581","actinobacteria","FIG00010194","Cell wall surface anchor family protein"
"1582","actinobacteria","FIG00005479","Transcriptional repressor for NAD biosynthesis in gram-positives"
"1583","actinobacteria","FIG00009775","Glycosyl transferase, group 1 family protein"
"1584","actinobacteria","FIG00945694","FIG00945695: hypothetical protein"
"1585","actinobacteria","FIG00945695","FIG00945696: hypothetical protein"
"1586","actinobacteria","FIG00547476","FIG00547478: hypothetical protein"
"1587","actinobacteria","FIG00671918","histidine kinase sensor of two component system"
"1588","actinobacteria","FIG00672271","FIG00424197: hypothetical protein"
"1589","actinobacteria","FIG01624230","Phosphoglycerate dehydrogenase related enzyme"
"1590","actinobacteria","FIG01550089","FIG00423779: hypothetical protein"
"1591","actinobacteria","FIG00627298","alpha-arabinosides ABC transport system, permease protein araP"
"1592","actinobacteria","FIG01496808","FIG00426300: hypothetical protein"
"1593","actinobacteria","FIG00628239","LacX protein, plasmid"
"1594","actinobacteria","FIG00945522","hypothetical prophage protein"
"1595","actinobacteria","FIG00945521","FIG00945522: hypothetical protein"
"1596","actinobacteria","FIG00945526","FIG00945527: hypothetical protein"
"1597","actinobacteria","FIG01217170","phage-related integrase"
"1598","actinobacteria","FIG01392416","FIG00945998: hypothetical protein"
"1599","actinobacteria","FIG01471873","FIG00623026: hypothetical protein"
"1600","actinobacteria","FIG00549434","FIG00549435: hypothetical protein"
"1601","actinobacteria","FIG00549432","FIG00549434: hypothetical protein"
"1602","actinobacteria","FIG01504363","COG family: ribosomal protein L11"
"1603","actinobacteria","FIG00534511","FIG00534512: hypothetical protein"
"1604","actinobacteria","FIG00546669","FIG00546670: hypothetical protein"
"1605","actinobacteria","FIG00534595","FIG00534597: hypothetical protein"
"1606","actinobacteria","FIG00544258","FIG00544260: hypothetical protein"
"1607","actinobacteria","FIG00944926","FIG00945952: hypothetical protein"
"1608","actinobacteria","FIG00549376","FIG00549378: hypothetical protein"
"1609","actinobacteria","FIG01115099","FIG01115101: hypothetical protein"
"1610","actinobacteria","FIG00945404","iron(III) dicitrate transport system permease protein"
"1611","actinobacteria","FIG00945407","FIG00945411: hypothetical protein"
"1612","actinobacteria","FIG00000307","Dihydropteroate synthase (EC 2.5.1.15)"
"1613","actinobacteria","FIG00946172","plasmid partition protein ParA"
"1614","actinobacteria","FIG01368778","FIG00425099: hypothetical protein"
"1615","actinobacteria","FIG01032079","FIG01032080: hypothetical protein"
